modern_text,kjv_text
Noah was six hundred years old when the flood of waters came on the earth.,"And Noah was six hundred years old when the flood of waters was upon the earth. 
"
"Noah went into the ship with his sons, his wife, and his sons’ wives, because of the floodwaters.","And Noah went in, and his sons, and his wife, and his sons' wives with him, into the ark, because of the waters of the flood. 
"
"Clean animals, unclean animals, birds, and everything that creeps on the ground","Of clean beasts, and of beasts that are not clean, and of fowls, and of every thing that creepeth upon the earth, 
"
"went by pairs to Noah into the ship, male and female, as God commanded Noah.","There went in two and two unto Noah into the ark, the male and the female, as God had commanded Noah. 
"
"After the seven days, the floodwaters came on the earth.","And it came to pass after seven days, that the waters of the flood were upon the earth. 
"
"In the six hundredth year of Noah’s life, in the second month, on the seventeenth day of the month, on the same day all the fountains of the great deep burst open, and the sky’s windows opened.","In the six hundredth year of Noah's life, in the second month, the seventeenth day of the month, the same day were all the fountains of the great deep broken up, and the windows of heaven were opened. 
"
It rained on the earth forty days and forty nights.,"And the rain was upon the earth forty days and forty nights. 
"
"In the same day Noah, and Shem, Ham, and Japheth—the sons of Noah—and Noah’s wife and the three wives of his sons with them, entered into the ship—","In the selfsame day entered Noah, and Shem, and Ham, and Japheth, the sons of Noah, and Noah's wife, and the three wives of his sons with them, into the ark; 
"
"they, and every animal after its kind, all the livestock after their kind, every creeping thing that creeps on the earth after its kind, and every bird after its kind, every bird of every sort.","They, and every beast after his kind, and all the cattle after their kind, and every creeping thing that creepeth upon the earth after his kind, and every fowl after his kind, every bird of every sort. 
"
Pairs from all flesh with the breath of life in them went into the ship to Noah.,"And they went in unto Noah into the ark, two and two of all flesh, wherein is the breath of life. 
"
"Those who went in, went in male and female of all flesh, as God commanded him; then Yahweh shut him in.","And they that went in, went in male and female of all flesh, as God had commanded him: and the LORD shut him in. 
"
"The flood was forty days on the earth. The waters increased, and lifted up the ship, and it was lifted up above the earth.","And the flood was forty days upon the earth; and the waters increased, and bare up the ark, and it was lift up above the earth. 
"
"The waters rose, and increased greatly on the earth; and the ship floated on the surface of the waters.","And the waters prevailed, and were increased greatly upon the earth; and the ark went upon the face of the waters. 
"
The waters rose very high on the earth. All the high mountains that were under the whole sky were covered.,"And the waters prevailed exceedingly upon the earth; and all the high hills, that were under the whole heaven, were covered. 
"
"The waters rose fifteen cubits higher, and the mountains were covered.","Fifteen cubits upward did the waters prevail; and the mountains were covered. 
"
"All flesh died that moved on the earth, including birds, livestock, animals, every creeping thing that creeps on the earth, and every man.","And all flesh died that moved upon the earth, both of fowl, and of cattle, and of beast, and of every creeping thing that creepeth upon the earth, and every man: 
"
"All on the dry land, in whose nostrils was the breath of the spirit of life, died.","All in whose nostrils was the breath of life, of all that was in the dry land, died. 
"
"Every living thing was destroyed that was on the surface of the ground, including man, livestock, creeping things, and birds of the sky. They were destroyed from the earth. Only Noah was left, and those who were with him in the ship.","And every living substance was destroyed which was upon the face of the ground, both man, and cattle, and the creeping things, and the fowl of the heaven; and they were destroyed from the earth: and Noah only remained alive, and they that were with him in the ark. 
"
